Series_Title,Released_Year,Genre,Runtime,IMDB_Rating,Overview,Production_Budget,Box_Office_Gross,Profitability_Ratio,Primary_Production_Company,Release_Season
Forrest Gump,1994,"Drama, Romance",142 min,8.8,"The presidencies of Kennedy and Johnson, the events of Vietnam, Watergate and other historical events unfold through the perspective of an Alabama man with an IQ of 75, whose only desire is to be reunited with his childhood sweetheart.",105000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Mitchell Ltd,Summer
Groundhog Day,1993,"Comedy, Fantasy, Romance",101 min,8.0,A weatherman finds himself inexplicably living the same day over and over again.,49000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Coleman-Beard,Winter
Manhattan,1979,"Comedy, Drama, Romance",96 min,7.9,The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.,,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Wright, Fox and Sanchez",Summer
The Lion King,1994,"Animation, Adventure, Drama",88 min,8.5,"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.",25000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Martinez, Villanueva and Richards",Winter
Léon,1994,"Action, Crime, Drama",110 min,8.5,"Mathilda, a 12-year-old girl, is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade.",,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Ward PLC,Summer
The Martian,2015,"Adventure, Drama, Sci-Fi",144 min,8.0,"An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive.",111000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Lee-Smith,Summer
Unforgiven,1992,"Drama, Western",130 min,,"Retired Old West gunslinger William Munny reluctantly takes on one last job, with the help of his old partner Ned Logan and a young man, The ""Schofield Kid.""",91000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Dodson, Alexander and Horn",Spring
The Fall,2006,"Adventure, Drama, Fantasy",117 min,7.9,"In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances.",109000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,,Fall
The Invisible Man,1933,"Horror, Sci-Fi",71 min,7.7,"A scientist finds a way of becoming invisible, but in doing so, he becomes murderously insane.",106000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Zimmerman, Lopez and Vincent",Winter
La migliore offerta,2013,"Crime, Drama, Mystery",131 min,7.8,A lonely art expert working for a mysterious and reclusive heiress finds not only her art worth examining.,120000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Flores Ltd,Fall
Gake no ue no Ponyo,2008,"Animation, Adventure, Comedy",101 min,7.7,"A five-year-old boy develops a relationship with Ponyo, a young goldfish princess who longs to become a human after falling in love with him.",187000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Castillo, Taylor and Allen",Fall
Bacheha-Ye aseman,1997,"Drama, Family, Sport",89 min,8.3,,14000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Bowman, Graham and Mitchell",Spring
Planet of the Apes,1968,"Adventure, Sci-Fi",112 min,8.0,"An astronaut crew crash-lands on a planet in the distant future where intelligent talking apes are the dominant species, and humans are the oppressed and enslaved.",173000000.0,,<function <lambda> at 0x00000168A43CA0C0>,Gillespie LLC,Fall
Monty Python and the Holy Grail,1975,"Adventure, Comedy, Fantasy",91 min,8.2,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.",168000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Travis, Mendoza and Thomas",Fall
Les diaboliques,1955,"Crime, Drama, Horror",117 min,8.0,The wife and mistress of a loathed school principal plan to murder him with what they believe is the perfect alibi.,166000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Miller, Austin and Harmon",Winter
Dog Day Afternoon,1975,"Biography, Crime, Drama",125 min,8.0,"Three amateur bank robbers plan to hold up a bank. A nice simple robbery: Walk in, take the money, and run. Unfortunately, the supposedly uncomplicated heist suddenly becomes a bizarre nightmare as everything that could go wrong does.",26000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Frye Ltd,Summer
Sabrina,1954,"Comedy, Drama, Romance",113 min,7.7,"A playboy becomes interested in the daughter of his family's chauffeur, but it's his more serious brother who would be the better man for her.",16000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Huber LLC,Winter
Just Mercy,2019,"Biography, Crime, Drama",137 min,7.6,World-renowned civil rights defense attorney Bryan Stevenson works to free a wrongly condemned death row prisoner.,104000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Shepherd, Fischer and Hernandez",Winter
Down by Law,1986,"Comedy, Crime, Drama",107 min,7.8,"Two men are framed and sent to jail, where they meet a murderer who helps them escape and leave the state.",187000000.0,<function <lambda> at 0x00000168A434E0C0>,,,Fall
Sholay,1975,"Action, Adventure, Comedy",204 min,8.2,"After his family is murdered by a notorious and ruthless bandit, a former police officer enlists the services of two outlaws to capture the bandit.",,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Conway, Munoz and Lamb",Fall
The Nightmare Before Christmas,1993,"Animation, Family, Fantasy",76 min,8.0,"Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.",28000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Griffith Ltd,Winter
La piel que habito,2011,"Drama, Horror, Thriller",120 min,7.6,,64000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Patel-Maxwell,Winter
Billy Elliot,2000,"Drama, Music",110 min,7.7,A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.,50000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Montgomery, Turner and Stevens",Fall
Sleepers,1996,"Crime, Drama, Thriller",147 min,7.6,"After a prank goes disastrously wrong, a group of boys are sent to a detention center where they are brutalized. Thirteen years later, an unexpected random encounter with a former guard gives them a chance for revenge.",49000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Acevedo-Robertson,Summer
The Killing Fields,1984,"Biography, Drama, History",141 min,7.8,"A journalist is trapped in Cambodia during tyrant Pol Pot's bloody 'Year Zero' cleansing campaign, which claimed the lives of two million 'undesirable' civilians.",138000000.0,,<function <lambda> at 0x00000168A43CA0C0>,Stewart Group,Summer
Magnolia,1999,Drama,188 min,8.0,"An epic mosaic of interrelated characters in search of love, forgiveness, and meaning in the San Fernando Valley.",115000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Hampton PLC,Winter
Mulan,1998,"Animation, Adventure, Family",88 min,7.6,"To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process.",36000000.0,,<function <lambda> at 0x00000168A43CA0C0>,Finley-Long,Summer
Skyfall,2012,"Action, Adventure, Thriller",143 min,7.7,"James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.",109000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Owen-Allen,Winter
La haine,1995,"Crime, Drama",98 min,8.1,24 hours in the lives of three young men in the French suburbs the day after a violent riot.,47000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Briggs LLC,
Amarcord,1973,"Comedy, Drama, Family",123 min,7.9,A series of comedic and nostalgic vignettes set in a 1930s Italian coastal town.,72000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Johnson-Garcia,Fall
Special Chabbis,2013,"Crime, Drama, Thriller",144 min,8.0,A gang of con-men rob prominent rich businessmen and politicians by posing as C.B.I and income tax officers.,119000000.0,<function <lambda> at 0x00000168A434E0C0>,,Hanson LLC,Winter
Goodfellas,1990,"Biography, Crime, Drama",146 min,8.7,"The story of Henry Hill and his life in the mob, covering his relationship with his wife Karen Hill and his mob partners Jimmy Conway and Tommy DeVito in the Italian-American crime syndicate.",64000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Allen-Clark,Winter
Airlift,2016,"Drama, History",130 min,8.0,"When Iraq invades Kuwait in August 1990, a callous Indian businessman becomes the spokesperson for more than 170,000 stranded countrymen.",,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,,Winter
Papurika,2006,,90 min,7.7,,114000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Cox and Sons,Summer
Prisoners,2013,"Crime, Drama, Mystery",153 min,8.1,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts.",141000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Moreno, Phelps and Turner",Winter
The Great Escape,1963,"Adventure, Drama, History",172 min,8.2,Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II.,26000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Leonard and Sons,Spring
The Warriors,1979,"Action, Crime, Thriller",92 min,7.6,"In the near future, a charismatic leader summons the street gangs of New York City in a bid to take it over. When he is killed, The Warriors are falsely blamed and now must fight their way home while every other gang is hunting them down.",13000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Butler PLC,Summer
Cidade de Deus,2002,"Crime, Drama",130 min,8.6,"In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin.",167000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Murphy, Murray and Taylor",Fall
Tropa de Elite,2007,"Action, Crime, Drama",115 min,8.0,"In 1997 Rio de Janeiro, Captain Nascimento has to find a substitute for his position while trying to take down drug dealers and criminals before the Pope visits.",139000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Padilla, Andrade and Glass",Spring
Lat sau san taam,1992,,128 min,7.8,A tough-as-nails cop teams up with an undercover agent to shut down a sinister mobster and his crew.,4000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Le-Cruz,Winter
Goldfinger,1964,"Action, Adventure, Thriller",110 min,7.7,"While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.",24000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Solis Inc,Spring
Blade Runner 2049,2017,"Action, Drama, Mystery",164 min,8.0,"Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years.",193000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"King, Armstrong and Buchanan",Winter
Per un pugno di dollari,1964,"Action, Drama, Western",99 min,8.0,"A wandering gunfighter plays two rival families against each other in a town torn apart by greed, pride, and revenge.",61000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Scott-Hart,Spring
Hiroshima mon amour,1959,"Drama, Romance",90 min,7.9,A French actress filming an anti-war film in Hiroshima has an affair with a married Japanese architect as they share their differing perspectives on war.,43000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Coffey, Harper and Ortiz",Summer
Der Name der Rose,1986,"Crime, Drama, Mystery",130 min,7.7,An intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey.,105000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Zuniga-Campbell,Winter
Room,2015,"Drama, Thriller",118 min,8.1,"Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.",125000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Stone PLC,Summer
Adams æbler,2005,"Comedy, Crime, Drama",94 min,,A neo-nazi sentenced to community service at a church clashes with the blindly devotional priest.,124000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Mccormick, Garcia and Wallace",Spring
Inglourious Basterds,2009,"Adventure, Drama, War",153 min,8.3,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",55000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Ortiz-Lee,Winter
