Series_Title,Released_Year,Genre,Runtime,IMDB_Rating,Overview,Production_Budget,Box_Office_Gross,Profitability_Ratio,Primary_Production_Company,Release_Season,Director_Name,Director_Gender,Director_Nationality,Director_Birth_Year,Director_Awards
2001: A Space Odyssey,1968,"Adventure, Sci-Fi",149 min,8.3,"After discovering a mysterious artifact buried beneath the Lunar surface, mankind sets off on a quest to find its origins with help from intelligent supercomputer H.A.L. 9000.",85000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Oneal Group,Summer,Holly Norman,Non-binary,,1990.0,
Young Frankenstein,1974,Comedy,106 min,8.0,"An American grandson of the infamous scientist, struggling to prove that his grandfather was not as insane as people believe, is invited to Transylvania, where he discovers the process that reanimates a dead body.",19000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,,Fall,Tiffany Phelps,Male,,1973.0,13.0
My Left Foot: The Story of Christy Brown,1989,"Biography, Drama",103 min,7.9,"Christy Brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot.",,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Aguirre Ltd,Spring,James Green,Male,Burkina Faso,1960.0,6.0
The Grapes of Wrath,1940,"Drama, History",129 min,8.0,"A poor Midwest family is forced off their land. They travel to California, suffering the misfortunes of the homeless in the Great Depression.",61000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Wood and Sons,Winter,Jeffrey Campbell,Non-binary,Chile,,4.0
Tenkû no shiro Rapyuta,1986,"Animation, Adventure, Drama",125 min,8.0,A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.,72000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Lee Group,Spring,Tonya Mcmillan,Non-binary,Yemen,1966.0,20.0
Babam ve Oglum,2005,"Drama, Family",112 min,8.3,The family of a left-wing journalist is torn apart after the military coup of Turkey in 1980.,172000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Hall Ltd,Summer,Elijah Jones,Female,Antigua and Barbuda,1966.0,9.0
Watchmen,2009,"Action, Drama, Mystery",162 min,7.6,"In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.",125000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Vazquez Ltd,Spring,Michael Hall,Female,,1949.0,5.0
Jodaeiye Nader az Simin,2011,,123 min,8.3,A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.,,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Johnson Ltd,Winter,Brian Moore,Non-binary,Aruba,1959.0,8.0
Short Term 12,2013,Drama,,8.0,A 20-something supervising staff member of a residential treatment facility navigates the troubled waters of that world alongside her co-worker and longtime boyfriend.,139000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Hall, Benjamin and Hernandez",Spring,Logan Villa,Non-binary,Mexico,1964.0,
Close Encounters of the Third Kind,1977,"Drama, Sci-Fi",138 min,7.6,"Roy Neary, an electric lineman, watches how his quiet and ordinary daily life turns upside down after a close encounter with a UFO.",34000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Lang LLC,Summer,Erin Sanchez,Non-binary,Colombia,1951.0,20.0
Inside Man,2006,"Crime, Drama, Mystery",129 min,,"A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.",186000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Holland-Schmidt,Winter,,Male,Nigeria,1988.0,11.0
"Synecdoche, New York",2008,Drama,124 min,7.6,"A theatre director struggles with his work, and the women in his life, as he creates a life-size replica of New York City inside a warehouse as part of his new play.",147000000.0,,<function <lambda> at 0x00000168A43CA0C0>,Moore-Colon,,William Robbins,Male,,1974.0,8.0
Ajeossi,2010,"Action, Crime, Drama",119 min,7.8,A quiet pawnshop keeper with a violent past takes on a drug-and-organ trafficking ring in hope of saving the child who is his only friend.,148000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Davis, Walters and Miller",Fall,,Male,Montserrat,1970.0,2.0
About Time,2013,"Comedy, Drama, Fantasy",123 min,7.8,,122000000.0,<function <lambda> at 0x00000168A434E0C0>,,Perez Inc,Winter,Casey White,Non-binary,Saint Helena,1955.0,11.0
Män som hatar kvinnor,2009,"Crime, Drama, Mystery",152 min,7.8,A journalist is aided by a young female hacker in his search for the killer of a woman who has been dead for forty years.,63000000.0,<function <lambda> at 0x00000168A434E0C0>,,,Winter,Jared Meyer,Non-binary,,1954.0,20.0
Eternal Sunshine of the Spotless Mind,2004,"Drama, Romance, Sci-Fi",108 min,8.3,"When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories.",,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Smith, Ford and Fuller",Winter,,Female,,1959.0,
Forrest Gump,1994,"Drama, Romance",,8.8,"The presidencies of Kennedy and Johnson, the events of Vietnam, Watergate and other historical events unfold through the perspective of an Alabama man with an IQ of 75, whose only desire is to be reunited with his childhood sweetheart.",105000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Mitchell Ltd,,Briana Jordan,Male,Mayotte,1985.0,1.0
Groundhog Day,1993,"Comedy, Fantasy, Romance",,8.0,,49000000.0,<function <lambda> at 0x00000168A434E0C0>,,Coleman-Beard,Winter,Jacqueline Cox,Male,El Salvador,1949.0,12.0
Manhattan,1979,"Comedy, Drama, Romance",96 min,,The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.,25000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Wright, Fox and Sanchez",Summer,Andrea Garrison,Male,Congo,1969.0,
The Lion King,1994,"Animation, Adventure, Drama",88 min,8.5,"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.",25000000.0,,<function <lambda> at 0x00000168A43CA0C0>,"Martinez, Villanueva and Richards",Winter,Kathryn Allison,,Belize,1943.0,9.0
Léon,1994,"Action, Crime, Drama",110 min,,"Mathilda, a 12-year-old girl, is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade.",,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Ward PLC,,Matthew Sanchez,,Marshall Islands,,7.0
The Martian,2015,"Adventure, Drama, Sci-Fi",144 min,8.0,"An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive.",111000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Lee-Smith,Summer,Scott Ruiz,Female,,,
Unforgiven,1992,"Drama, Western",130 min,8.2,,91000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Dodson, Alexander and Horn",Spring,Jonathan Walker,Female,Ethiopia,,20.0
The Fall,2006,"Adventure, Drama, Fantasy",117 min,7.9,"In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances.",109000000.0,,<function <lambda> at 0x00000168A43CA0C0>,Vaughn-James,Fall,,Female,Puerto Rico,1975.0,2.0
The Invisible Man,1933,"Horror, Sci-Fi",71 min,7.7,,106000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,,Winter,Natalie Palmer,Non-binary,Brazil,1973.0,
La migliore offerta,2013,,131 min,7.8,A lonely art expert working for a mysterious and reclusive heiress finds not only her art worth examining.,120000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,,,,Male,Lebanon,1948.0,0.0
Gake no ue no Ponyo,2008,"Animation, Adventure, Comedy",,7.7,"A five-year-old boy develops a relationship with Ponyo, a young goldfish princess who longs to become a human after falling in love with him.",187000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Castillo, Taylor and Allen",,Xavier Martinez,Non-binary,,,6.0
Bacheha-Ye aseman,1997,"Drama, Family, Sport",89 min,8.3,"After a boy loses his sister's pair of shoes, he goes on a series of adventures in order to find them. When he can't, he tries a new way to ""win"" a new pair.",14000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,,Spring,John Myers,,Slovenia,1955.0,15.0
Planet of the Apes,1968,"Adventure, Sci-Fi",112 min,8.0,,173000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Gillespie LLC,,Holly Thompson,Non-binary,South Georgia and the South Sandwich Islands,,
Monty Python and the Holy Grail,1975,"Adventure, Comedy, Fantasy",91 min,8.2,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.",168000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Travis, Mendoza and Thomas",Fall,Richard Solomon,Female,Mayotte,,
Les diaboliques,1955,"Crime, Drama, Horror",117 min,8.0,The wife and mistress of a loathed school principal plan to murder him with what they believe is the perfect alibi.,,,<function <lambda> at 0x00000168A43CA0C0>,,Winter,Mrs. Alicia Nelson,Female,Philippines,1961.0,18.0
Dog Day Afternoon,1975,"Biography, Crime, Drama",125 min,8.0,"Three amateur bank robbers plan to hold up a bank. A nice simple robbery: Walk in, take the money, and run. Unfortunately, the supposedly uncomplicated heist suddenly becomes a bizarre nightmare as everything that could go wrong does.",26000000.0,,<function <lambda> at 0x00000168A43CA0C0>,Frye Ltd,Summer,Shirley Garrett MD,Female,Aruba,1981.0,7.0
Sabrina,1954,"Comedy, Drama, Romance",,7.7,"A playboy becomes interested in the daughter of his family's chauffeur, but it's his more serious brother who would be the better man for her.",16000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Huber LLC,Winter,Luis Hutchinson,Female,Mongolia,,16.0
Just Mercy,2019,"Biography, Crime, Drama",,7.6,World-renowned civil rights defense attorney Bryan Stevenson works to free a wrongly condemned death row prisoner.,104000000.0,,<function <lambda> at 0x00000168A43CA0C0>,"Shepherd, Fischer and Hernandez",Winter,Angela Jones,Male,Saint Lucia,1968.0,14.0
Down by Law,1986,,107 min,7.8,"Two men are framed and sent to jail, where they meet a murderer who helps them escape and leave the state.",,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Miller LLC,,Jose Ballard,Non-binary,China,1963.0,0.0
Sholay,1975,"Action, Adventure, Comedy",,8.2,,87000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Conway, Munoz and Lamb",Fall,Joseph Lawson,Male,Israel,1945.0,0.0
The Nightmare Before Christmas,1993,"Animation, Family, Fantasy",,,"Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.",28000000.0,,<function <lambda> at 0x00000168A43CA0C0>,Griffith Ltd,Winter,Ashlee Wilkinson,Non-binary,Hungary,1974.0,10.0
La piel que habito,2011,"Drama, Horror, Thriller",120 min,7.6,"A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.",64000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Patel-Maxwell,Winter,Johnny Woods,Female,Guernsey,1986.0,3.0
Billy Elliot,2000,"Drama, Music",110 min,7.7,A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.,50000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Montgomery, Turner and Stevens",Fall,Hannah Scott,Female,,1952.0,13.0
Sleepers,1996,"Crime, Drama, Thriller",147 min,7.6,"After a prank goes disastrously wrong, a group of boys are sent to a detention center where they are brutalized. Thirteen years later, an unexpected random encounter with a former guard gives them a chance for revenge.",49000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Acevedo-Robertson,Summer,Curtis Richards,Female,Taiwan,1943.0,4.0
The Killing Fields,1984,"Biography, Drama, History",141 min,7.8,"A journalist is trapped in Cambodia during tyrant Pol Pot's bloody 'Year Zero' cleansing campaign, which claimed the lives of two million 'undesirable' civilians.",138000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,,Summer,Isaac Clark,Non-binary,Guatemala,1957.0,15.0
Magnolia,1999,Drama,188 min,,"An epic mosaic of interrelated characters in search of love, forgiveness, and meaning in the San Fernando Valley.",115000000.0,,<function <lambda> at 0x00000168A43CA0C0>,Hampton PLC,Winter,Jeremy Edwards,Female,Cameroon,1964.0,2.0
Mulan,1998,"Animation, Adventure, Family",88 min,7.6,"To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process.",36000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,,Summer,,Male,Albania,1983.0,7.0
Skyfall,2012,"Action, Adventure, Thriller",143 min,7.7,"James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.",109000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Owen-Allen,Winter,Jacob Petty,Male,,1978.0,12.0
La haine,1995,,98 min,8.1,24 hours in the lives of three young men in the French suburbs the day after a violent riot.,47000000.0,<function <lambda> at 0x00000168A434E0C0>,,Briggs LLC,Spring,Robert Green,Male,Kenya,1978.0,
Amarcord,1973,"Comedy, Drama, Family",123 min,7.9,A series of comedic and nostalgic vignettes set in a 1930s Italian coastal town.,72000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Johnson-Garcia,Fall,Derek Flowers,Non-binary,Montserrat,1942.0,3.0
Special Chabbis,2013,"Crime, Drama, Thriller",144 min,8.0,A gang of con-men rob prominent rich businessmen and politicians by posing as C.B.I and income tax officers.,119000000.0,<function <lambda> at 0x00000168A434E0C0>,,Hanson LLC,Winter,,Male,,1944.0,3.0
Goodfellas,1990,"Biography, Crime, Drama",146 min,8.7,"The story of Henry Hill and his life in the mob, covering his relationship with his wife Karen Hill and his mob partners Jimmy Conway and Tommy DeVito in the Italian-American crime syndicate.",64000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Allen-Clark,,Tracy Waters,Female,Jersey,1952.0,10.0
Airlift,2016,"Drama, History",130 min,8.0,"When Iraq invades Kuwait in August 1990, a callous Indian businessman becomes the spokesperson for more than 170,000 stranded countrymen.",20000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Reyes Ltd,Winter,Deborah Dunn,,Isle of Man,1988.0,
Papurika,2006,"Animation, Drama, Fantasy",90 min,7.7,"When a machine that allows therapists to enter their patients' dreams is stolen, all Hell breaks loose. Only a young female therapist, Paprika, can stop it.",114000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,,Summer,Colleen Murray,Female,Malta,1977.0,9.0
